8.229946484316928945e+01,7.144219562955254332e+02,2.736287349487141682e+02,1.621401070313663695e+02
6.731507358406406638e+01,1.119000520291363046e+03,1.473317229076855028e+02,2.905777463951242225e+02
3.648622714434368390e+02,8.642658688865762997e+02,4.941133491898320358e+02,6.031093355136017635e+02
3.572214211386947227e+02,9.027971606957039512e+02,1.601754868440613109e+02,3.697809573361082585e+02
26.731507358406406638e+01,5.966874535454139732e+02,2.959722015757404279e+01,4.012434963579607938e+01
2.706746692433475800e+02,6.694687825182104461e+02,2.586443436896090589e+02,1.086244239631337223e+02
4.226592091571280889e+02,6.395000000000000000e+02,4.277539021852237511e+02,5.938999554035990514e+01
2.535496506615131693e+02,1.196063103909617894e+03,2.629255983350676615e+02,6.245156087408950043e+02
4.183779545116694862e+02,1.129703656905009666e+03,4.191913928943065457e+02,5.645780437044745668e+02
2.664315445220745460e+01,1.243156905009662751e+03,5.956600267578414787e+01,6.887344284227738171e+02
5.617999851345325624e+02,9.841409989594171748e+02,5.540509142262524165e+02,4.275778950497995083e+02
3.306122342797680176e+02,9.370471978593727727e+02,3.292850453396758894e+02,3.911872305634012719e+02
1.615026757841533254e+02,3.654997026906496558e+02,3.785194737624498202e+02,1.257494425449681330e+02
3.777060353798126471e+02,4.768123234725733255e+02,1.302067043258510921e+02,1.492963430949905614e+02
1.679245577523411157e+02,1.050500445964025403e+03,3.763788464397205189e+02,5.388905158317229507e+02
4.663934145978889774e+02,6.202343540954361742e+02,2.522224617214211548e+02,1.407338338040733561e+02
25.447130964768825834e+01,5.239061245726179550e+02,1.033157425301033072e+01,4.226497695852549441e+01
4.183779545116694862e+02,5.624374163817453791e+02,4.149101382488479430e+02,5.938999554035990514e+01
4.076748178980228658e+02,9.734378623457710091e+02,3.977851196670135323e+02,5.067811059907835443e+02
2.043152222387393522e+02,1.172516203359595693e+03,2.179724245577523334e+02,6.994375650364204375e+02
7.159632822952266906e+01,8.706877508547645448e+02,6.598788464397205189e+01,4.232966404043409057e+02
3.327528616024974326e+02,7.850626579455924912e+02,3.228631633714880991e+02,3.269684108815222316e+02
5.275499479708637409e+02,9.306253158911849823e+02,5.155196224171249924e+02,4.596873048907389148e+02
3.905497993161884551e+02,1.191781849264159518e+03,3.828007284079084229e+02,7.144219562955254332e+02
